         26329217 function calls (26046623 primitive calls) in 18.219 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1674    0.056    0.000    0.056    0.000 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
       16    0.000    0.000    0.056    0.003 custom_derivatives.py:436(_custom_jvp_call_mlir_translation)
     4649    0.002    0.000    0.055    0.000 core.py:1452(valid_jaxtype)
     5882    0.023    0.000    0.054    0.000 partial_eval.py:1477(_jaxpr_forwarding)
     1674    0.003    0.000    0.054    0.000 backend_agg.py:250(_prepare_font)
        6    0.000    0.000    0.054    0.009 pathPlanning.py:72(objective_function_at_pos_new)
    20743    0.027    0.000    0.054    0.000 transforms.py:758(__init__)
   243549    0.036    0.000    0.053    0.000 dtypes.py:315(_issubclass)
     1104    0.001    0.000    0.053    0.000 lax.py:3104(_broadcast_in_dim_partial_eval)
 1643/461    0.004    0.000    0.053    0.000 copy.py:227(_deepcopy_dict)
     2584    0.005    0.000    0.052    0.000 markers.py:306(_set_marker)
     1456    0.004    0.000    0.051    0.000 lax.py:2440(_convert_element_type_transpose_rule)
     2193    0.035    0.000    0.051    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     6720    0.004    0.000    0.050    0.000 transforms.py:804(from_bounds)
17598/17588    0.021    0.000    0.049    0.000 copy.py:259(_reconstruct)
    12877    0.018    0.000    0.049    0.000 partial_eval.py:879(new_eqn_recipe)
    13622    0.010    0.000    0.049    0.000 fromnumeric.py:53(_wrapfunc)
      535    0.001    0.000    0.049    0.000 array_methods.py:142(_reshape)
    34089    0.012    0.000    0.049    0.000 contextlib.py:279(helper)
      349    0.001    0.000    0.048    0.000 array.py:270(__bool__)
     1040    0.001    0.000    0.048    0.000 lax.py:3418(_squeeze_transpose_rule)
      234    0.001    0.000    0.048    0.000 compilation_cache.py:222(get_cache_key)
    24298    0.007    0.000    0.048    0.000 transforms.py:1782(transform)
      234    0.004    0.000    0.047    0.000 cache_key.py:63(get)
     5725    0.004    0.000    0.047    0.000 lax_numpy.py:4953(_is_boolean_index)
    76422    0.013    0.000    0.047    0.000 abc.py:117(__instancecheck__)
     5370    0.007    0.000    0.047    0.000 axis.py:508(update_position)
603329/596028    0.044    0.000    0.047    0.000 {built-in method builtins.len}
   143072    0.047    0.000    0.047    0.000 {jaxlib.utils.safe_zip}
    15869    0.032    0.000    0.046    0.000 source_info_util.py:219(current)
     7134    0.002    0.000    0.046    0.000 backend_bases.py:690(new_gc)
    91496    0.019    0.000    0.046    0.000 partial_eval.py:696(aval)
    19/12    0.000    0.000    0.046    0.004 multipleEmitterOnlineLocationAndPowerEstimator.py:96(fit_ransac_model)
      799    0.006    0.000    0.045    0.000 util.py:411(_broadcast_to)
    45045    0.021    0.000    0.045    0.000 numerictypes.py:357(issubdtype)
      785    0.001    0.000    0.045    0.000 lax_numpy.py:1225(broadcast_to)
        7    0.000    0.000    0.045    0.006 base.py:1135(wrapper)
    18904    0.012    0.000    0.045    0.000 api_util.py:676(<genexpr>)
     6619    0.021    0.000    0.045    0.000 pjit.py:218(_get_fastpath_data)
     1210    0.001    0.000    0.044    0.000 lines.py:1029(get_path)
     5882    0.004    0.000    0.044    0.000 partial_eval.py:1658(move_binders_to_back)
     1271    0.006    0.000    0.044    0.000 numeric.py:2249(isclose)
        7    0.000    0.000    0.043    0.006 _ransac.py:296(fit)
     5583    0.009    0.000    0.043    0.000 path.py:99(__init__)
     7134    0.015    0.000    0.043    0.000 backend_bases.py:766(__init__)
     1200    0.003    0.000    0.043    0.000 agent.py:41(update)
      819    0.002    0.000    0.043    0.000 ticker.py:699(set_locs)
    22811    0.027    0.000    0.043    0.000 twodim_base.py:234(diag)
      708    0.001    0.000    0.043    0.000 lax.py:1128(_reduce_sum)
      602    0.001    0.000    0.043    0.000 text.py:104(__init__)
    21864    0.012    0.000    0.043    0.000 core.py:2761(subst_axis_names_jaxpr)
83702/83544    0.023    0.000    0.043    0.000 core.py:1323(full_lower)
      175    0.001    0.000    0.043    0.000 lax_numpy.py:4903(<listcomp>)
       61    0.000    0.000    0.042    0.001 axis.py:412(__init__)
      937    0.000    0.000    0.042    0.000 patches.py:1580(get_patch_transform)
      472    0.005    0.000    0.042    0.000 partial_eval.py:1784(to_jaxpr)
       18    0.000    0.000    0.042    0.002 colorbar.py:512(_draw_all)
     1674    0.004    0.000    0.042    0.000 font_manager.py:1303(_find_fonts_by_props)
      130    0.000    0.000    0.042    0.000 axis.py:1576(_copy_tick_props)
    16862    0.008    0.000    0.041    0.000 artist.py:103(_stale_axes_callback)
    39/35    0.000    0.000    0.041    0.001 ad.py:687(_jvp_jaxpr)
     1200    0.006    0.000    0.040    0.000 agent.py:64(measure_radar)
   131136    0.030    0.000    0.040    0.000 core.py:2110(_canonicalize_dimension)
     9426    0.006    0.000    0.040    0.000 transforms.py:1998(rotate_deg)
     4968    0.003    0.000    0.040    0.000 axis.py:2265(getter)
      543    0.002    0.000    0.040    0.000 lax.py:839(reshape)
    11914    0.003    0.000    0.040    0.000 partial_eval.py:147(pure)
    29900    0.026    0.000    0.039    0.000 cbook.py:2011(_setattr_cm)
    19906    0.007    0.000    0.039    0.000 artist.py:416(pchanged)
     5882    0.011    0.000    0.038    0.000 partial_eval.py:1638(move_binders_to_front)
     8512    0.023    0.000    0.038    0.000 cbook.py:1743(normalize_kwargs)
     4724    0.010    0.000    0.038    0.000 tree_util.py:279(tree_map)
      390    0.001    0.000    0.038    0.000 lines.py:1336(update_from)
    52409    0.037    0.000    0.038    0.000 tree_util.py:71(tree_flatten)
      230    0.000    0.000    0.038    0.000 lax_numpy.py:2245(copy)
     6017    0.002    0.000    0.037    0.000 _base.py:847(viewLim)
     9397    0.004    0.000    0.037    0.000 transforms.py:1340(__add__)
    98320    0.024    0.000    0.037    0.000 core.py:1334(<genexpr>)
 1808/896    0.001    0.000    0.037    0.000 inspect.py:3252(signature)
     6164    0.006    0.000    0.037    0.000 _base.py:833(_unstale_viewLim)
       36    0.000    0.000    0.037    0.001 axis.py:1108(set_clip_path)
   130819    0.027    0.000    0.037    0.000 __init__.py:690(_get)
    34089    0.032    0.000    0.037    0.000 contextlib.py:102(__init__)
    12052    0.011    0.000    0.037    0.000 partial_eval.py:156(new_const)
    21885    0.023    0.000    0.037    0.000 core.py:2694(<listcomp>)
 1808/896    0.001    0.000    0.036    0.000 inspect.py:2998(from_callable)
       32    0.001    0.000    0.036    0.001 _axes.py:4504(scatter)
       23    0.000    0.000    0.036    0.002 multipleEmitterOnlineLocationAndPowerEstimator.py:449(fit)
       23    0.001    0.000    0.035    0.002 least_squares.py:241(least_squares)
 1894/896    0.007    0.000    0.035    0.000 inspect.py:2375(_signature_from_callable)
    30094    0.007    0.000    0.035    0.000 {built-in method builtins.sum}
25299/25281    0.015    0.000    0.035    0.000 transforms.py:1849(transform_affine)
    38547    0.019    0.000    0.035    0.000 partial_eval.py:106(__new__)
    10880    0.015    0.000    0.035    0.000 fromnumeric.py:40(_wrapit)
   487191    0.035    0.000    0.035    0.000 {built-in method builtins.issubclass}
       36    0.000    0.000    0.034    0.001 _axes.py:5766(_pcolorargs)
    63465    0.016    0.000    0.034    0.000 partial_eval.py:700(parents)
      316    0.000    0.000    0.034    0.000 lax.py:1272(iota)
    76422    0.021    0.000    0.034    0.000 {built-in method _abc._abc_instancecheck}
     1251    0.002    0.000    0.034    0.000 lax.py:3142(_broadcast_in_dim_abstract_eval)
     8670    0.011    0.000    0.034    0.000 dtypes.py:272(_scalar_type_to_dtype)
    48311    0.023    0.000    0.034    0.000 core.py:1670(__hash__)
     9505    0.005    0.000    0.033    0.000 transforms.py:2498(composite_transform_factory)
    30313    0.018    0.000    0.033    0.000 core.py:251(out_avals)
     9600    0.009    0.000    0.033    0.000 agent.py:54(get_distance)
20183/20147    0.021    0.000    0.033    0.000 cbook.py:285(process)
     9426    0.017    0.000    0.033    0.000 transforms.py:1975(rotate)
      632    0.000    0.000    0.033    0.000 radar.py:90(plot_view_area)
       23    0.000    0.000    0.033    0.001 trf.py:112(trf)
       23    0.004    0.000    0.033    0.001 trf.py:205(trf_bounds)
      156    0.001    0.000    0.032    0.000 lax_numpy.py:2343(ones)
       97    0.010    0.000    0.032    0.000 util.py:245(check_toposort)
    26363    0.008    0.000    0.032    0.000 partial_eval.py:121(unknown)
     8497    0.005    0.000    0.032    0.000 util.py:324(check_arraylike)
    37201    0.017    0.000    0.032    0.000 source_info_util.py:149(replace)
      474    0.003    0.000    0.031    0.000 axis.py:2514(get_tick_space)
    40/39    0.000    0.000    0.031    0.001 mlir.py:1787(f_lowered)
     1584    0.004    0.000    0.031    0.000 transforms.py:1418(__sub__)
     8359    0.003    0.000    0.031    0.000 fromnumeric.py:200(reshape)
    29700    0.030    0.000    0.030    0.000 probabilityOfDetectionMap.py:22(probability_of_detection)
      728    0.001    0.000    0.030    0.000 arraysetops.py:766(isin)
    40/35    0.000    0.000    0.030    0.001 pjit.py:1940(_pjit_transpose_trace)
      456    0.002    0.000    0.030    0.000 custom_derivatives.py:59(_resolve_kwargs)
    21864    0.012    0.000    0.030    0.000 core.py:2758(used_axis_names_jaxpr)
    19059    0.014    0.000    0.030    0.000 linear_util.py:248(transformation_with_aux)
      168    0.002    0.000    0.030    0.000 reductions.py:299(any)
     1724    0.005    0.000    0.030    0.000 transforms.py:463(transformed)
      157    0.000    0.000    0.030    0.000 linalg.py:237(lu)
      320    0.001    0.000    0.030    0.000 lax_numpy.py:781(reshape)
     4785    0.008    0.000    0.029    0.000 lax.py:4943(_check_shapelike)
    17703    0.005    0.000    0.029    0.000 figure.py:68(_stale_figure_callback)
    12517    0.006    0.000    0.029    0.000 fromnumeric.py:2836(min)
     1728    0.005    0.000    0.029    0.000 font_manager.py:1233(findfont)
     6164    0.008    0.000    0.029    0.000 _base.py:836(<dictcomp>)
      728    0.014    0.000    0.029    0.000 arraysetops.py:524(in1d)
      315    0.001    0.000    0.029    0.000 lax.py:3595(<lambda>)
     7134    0.005    0.000    0.029    0.000 artist.py:923(_set_gc_clip)
     1271    0.010    0.000    0.028    0.000 numeric.py:2330(within_tol)
      104    0.000    0.000    0.028    0.000 linalg.py:978(_triangular_solve_transpose_rule)
       97    0.000    0.000    0.028    0.000 partial_eval.py:796(<listcomp>)
      156    0.000    0.000    0.028    0.000 linalg.py:1251(_lu_impl)
      110    0.000    0.000    0.028    0.000 partial_eval.py:175(new_arg)
    30083    0.024    0.000    0.028    0.000 util.py:125(split_list)
     1251    0.006    0.000    0.027    0.000 lax.py:2944(_broadcast_in_dim_shape_rule)
      156    0.000    0.000    0.027    0.000 slicing.py:638(scatter)
    18627    0.010    0.000    0.027    0.000 colors.py:268(to_rgba)
      227    0.004    0.000    0.027    0.000 lax_numpy.py:887(squeeze)
    87756    0.027    0.000    0.027    0.000 {method 'copy' of 'numpy.ndarray' objects}
      234    0.027    0.000    0.027    0.000 {built-in method jaxlib.mlir._mlir_libs._mlirHlo.register_mhlo_dialect}
     2222    0.005    0.000    0.027    0.000 font_manager.py:595(__init__)
    52200    0.027    0.000    0.027    0.000 probabilityOfDetectionMap.py:25(signal_to_noise_ration)
    18747    0.011    0.000    0.027    0.000 lines.py:1291(set_ydata)
    91606    0.018    0.000    0.027    0.000 partial_eval.py:132(get_aval)
    23145    0.010    0.000    0.027    0.000 transforms.py:158(invalidate)
      546    0.001    0.000    0.027    0.000 axis.py:1317(<listcomp>)
   186037    0.027    0.000    0.027    0.000 array.py:241(dtype)
    11014    0.003    0.000    0.026    0.000 axis.py:1758(convert_units)
       72    0.001    0.000    0.026    0.000 _axes.py:5844(_interp_grid)
    13816    0.019    0.000    0.026    0.000 __init__.py:64(check_isinstance)
    12575    0.005    0.000    0.026    0.000 fromnumeric.py:2692(max)
     1907    0.002    0.000    0.026    0.000 ad_util.py:67(from_value)
     4585    0.004    0.000    0.026    0.000 transforms.py:2030(translate)
      674    0.003    0.000    0.026    0.000 text.py:157(_reset_visual_defaults)
    14736    0.004    0.000    0.026    0.000 {method 'min' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.026    0.026 lax_numpy.py:2698(meshgrid)
     3027    0.001    0.000    0.026    0.000 lax_numpy.py:4970(<genexpr>)
4996/2842    0.011    0.000    0.026    0.000 units.py:164(get_converter)
        1    0.000    0.000    0.026    0.026 lax_numpy.py:2714(<listcomp>)
       69    0.000    0.000    0.026    0.000 lax_numpy.py:1922(hstack)
     7394    0.009    0.000    0.025    0.000 transforms.py:2348(__init__)
     8394    0.010    0.000    0.025    0.000 dtypes.py:725(check_user_dtype_supported)
     1026    0.001    0.000    0.025    0.000 transforms.py:1400(contains_branch_seperately)
    10369    0.014    0.000    0.025    0.000 linear_util.py:172(populate_stores)
     1530    0.003    0.000    0.025    0.000 axis.py:1564(_get_tick_label_size)
5342/5341    0.009    0.000    0.025    0.000 transforms.py:1777(__eq__)
   401546    0.025    0.000    0.025    0.000 {method 'append' of 'list' objects}
    15753    0.005    0.000    0.024    0.000 artist.py:269(convert_xunits)
      230    0.000    0.000    0.024    0.000 lax.py:4644(_array_copy)
    66612    0.021    0.000    0.024    0.000 {built-in method numpy.asanyarray}
    14033    0.010    0.000    0.024    0.000 tree_util.py:920(generate_key_paths)
      158    0.001    0.000    0.024    0.000 lax_numpy.py:2482(arange)
    25636    0.013    0.000    0.024    0.000 source_info_util.py:239(user_context)
    12209    0.016    0.000    0.024    0.000 util.py:93(unzip2)
     1058    0.001    0.000    0.024    0.000 transforms.py:1381(contains_branch)
     9704    0.003    0.000    0.024    0.000 partial_eval.py:958(<listcomp>)
   162372    0.024    0.000    0.024    0.000 {built-in method __new__ of type object at 0x6483fd29e9a0}
    13165    0.003    0.000    0.023    0.000 tree_util.py:321(<genexpr>)
     7134    0.005    0.000    0.023    0.000 backend_bases.py:934(set_clip_path)
        1    0.000    0.000    0.023    0.023 xla_bridge.py:272(_check_cuda_versions)
        7    0.023    0.003    0.023    0.003 xla_bridge.py:300(_version_check)
       94    0.002    0.000    0.022    0.000 pathPlanning.py:252(get_distance_agent_to_waypoints)
        1    0.000    0.000    0.022    0.022 linalg.py:564(inv)
    14018    0.021    0.000    0.022    0.000 transforms.py:182(set_children)
    40/35    0.000    0.000    0.022    0.001 ad.py:261(closed_backward_pass)
     2349    0.004    0.000    0.022    0.000 lax.py:4970(_const)
      230    0.001    0.000    0.022    0.000 lax.py:4679(_copy_impl)
     2146    0.001    0.000    0.022    0.000 axis.py:1700(update_units)
     5979    0.014    0.000    0.022    0.000 util.py:141(merge_lists)
    20041    0.004    0.000    0.022    0.000 util.py:327(<genexpr>)
      343    0.000    0.000    0.022    0.000 lax.py:477(eq)
    22669    0.006    0.000    0.022    0.000 fromnumeric.py:1491(squeeze)
      472    0.006    0.000    0.022    0.000 partial_eval.py:1892(_inline_literals)
    14736    0.003    0.000    0.022    0.000 _methods.py:43(_amin)
    24405    0.016    0.000    0.022    0.000 tree_util.py:107(tree_unflatten)
    32420    0.016    0.000    0.022    0.000 linear_util.py:167(wrap)
    35407    0.013    0.000    0.022    0.000 core.py:263(effects)
     1126    0.005    0.000    0.022    0.000 slicing.py:1077(_slice_shape_rule)
      234    0.002    0.000    0.021    0.000 pxla.py:1761(_dce_jaxpr)
